,actor_id,outcoming_neighbors_cnt,incoming_neighbors_cnt,neighbors_cnt,outcoming_tx_cnt,incoming_tx_cnt,incoming_minus_outcoming_tx_cnt,address,class
311,14eUc5rKLLpfv4TVZpp9QscfveF5cwiHtr,5.0,105.0,110.0,3.0,3.0,0.0,14eUc5rKLLpfv4TVZpp9QscfveF5cwiHtr,2
312,14efQK3jwGMuTKnU25wjo7tRjqWGT1hGyC,249.0,0.0,249.0,1.0,0.0,-1.0,14efQK3jwGMuTKnU25wjo7tRjqWGT1hGyC,2
313,14fh26nwXxFa5PGEeQJh1YpFHt9Rixzz6X,2.0,100.0,102.0,1.0,1.0,0.0,14fh26nwXxFa5PGEeQJh1YpFHt9Rixzz6X,2
314,14gcjkvt2Kq5t7tH7VkS27dwmQTtQiYMxT,1.0,101.0,102.0,1.0,1.0,0.0,14gcjkvt2Kq5t7tH7VkS27dwmQTtQiYMxT,2
315,14hjAZxJq8hxDWvuH8ajH2pbLNpLbgTp1k,2.0,100.0,102.0,1.0,1.0,0.0,14hjAZxJq8hxDWvuH8ajH2pbLNpLbgTp1k,2
316,14jk9APbDdQPAYSfJUYSgf2CVLx5WNBNnv,501.0,0.0,501.0,1.0,0.0,-1.0,14jk9APbDdQPAYSfJUYSgf2CVLx5WNBNnv,2
320,14mrGkAzpBfJkSu9ANDGrdqMGEvjucPxks,125.0,0.0,125.0,1.0,0.0,-1.0,14mrGkAzpBfJkSu9ANDGrdqMGEvjucPxks,2
324,14oR2mGaxKwGiYfjrsJRvBmVgycWdaJJwR,125.0,0.0,125.0,1.0,0.0,-1.0,14oR2mGaxKwGiYfjrsJRvBmVgycWdaJJwR,2
325,14oVATUdMnt7DGas57wm4mkGk1m5iEwPAs,501.0,0.0,501.0,1.0,0.0,-1.0,14oVATUdMnt7DGas57wm4mkGk1m5iEwPAs,2
326,14pJomgmukAa9RqpzHCqTsK4u68sMNwHqZ,2.0,101.0,103.0,1.0,1.0,0.0,14pJomgmukAa9RqpzHCqTsK4u68sMNwHqZ,2
327,14pumJgBDuYqxT4BpoyF7pV7gKBDJkuAav,2.0,101.0,103.0,1.0,1.0,0.0,14pumJgBDuYqxT4BpoyF7pV7gKBDJkuAav,2
329,14q8NUqQz9wWuypGP42nz561d2ii8zMg3V,501.0,0.0,501.0,1.0,0.0,-1.0,14q8NUqQz9wWuypGP42nz561d2ii8zMg3V,2
330,14qFmGJvs4piVY2AHw4EtrTW9wQytPcnoC,501.0,0.0,501.0,1.0,0.0,-1.0,14qFmGJvs4piVY2AHw4EtrTW9wQytPcnoC,2
331,14qNkp8n1usNc8471h3YuQZZdYDWFf7ZB7,250.0,0.0,250.0,1.0,0.0,-1.0,14qNkp8n1usNc8471h3YuQZZdYDWFf7ZB7,2
336,14tWkVuRwiPyxWqKe3Edm8tyr6zDew3EKq,250.0,0.0,250.0,1.0,0.0,-1.0,14tWkVuRwiPyxWqKe3Edm8tyr6zDew3EKq,2
339,14vAKdUaK2iUqYQGYvEdhYYUqKoC2ZmXbv,125.0,0.0,125.0,1.0,0.0,-1.0,14vAKdUaK2iUqYQGYvEdhYYUqKoC2ZmXbv,2
342,14wjpapZsuWrw8rZTMKwSW8dzuKSGRQ6Lk,501.0,0.0,501.0,1.0,0.0,-1.0,14wjpapZsuWrw8rZTMKwSW8dzuKSGRQ6Lk,2
343,14xJZ3inV48DNbLBCAk9NrrX4urbQk5v12,249.0,2.0,251.0,1.0,1.0,0.0,14xJZ3inV48DNbLBCAk9NrrX4urbQk5v12,2
344,14y31PHxv4zJgxk7ZUt2ttq2Po5ap5e3fp,501.0,0.0,501.0,1.0,0.0,-1.0,14y31PHxv4zJgxk7ZUt2ttq2Po5ap5e3fp,2
346,14y9BQfQwTGSeXhLF29MnuNY5rnotgnmN8,501.0,7.0,508.0,1.0,1.0,0.0,14y9BQfQwTGSeXhLF29MnuNY5rnotgnmN8,2
348,14zPxRu5qvr7JGQBaAUArCZJLJeDyvriEP,0.0,200.0,200.0,0.0,2.0,2.0,14zPxRu5qvr7JGQBaAUArCZJLJeDyvriEP,2
349,1517S55AE3dLqyug3nfRJDkv9qrf2ikUVZ,0.0,199.0,199.0,0.0,2.0,2.0,1517S55AE3dLqyug3nfRJDkv9qrf2ikUVZ,2
352,151mWyNW9AdrCnX9UDhtyKwRHJDtBhfryS,0.0,124.0,124.0,0.0,1.0,1.0,151mWyNW9AdrCnX9UDhtyKwRHJDtBhfryS,2
354,151yk15Zddk9uqvD3oemsPzVHsvdRFAPFu,125.0,0.0,125.0,1.0,0.0,-1.0,151yk15Zddk9uqvD3oemsPzVHsvdRFAPFu,2
355,152e1txm9fmEJs1YqxJ5qsm4wMrLxHFciN,500.0,0.0,500.0,1.0,0.0,-1.0,152e1txm9fmEJs1YqxJ5qsm4wMrLxHFciN,2
356,153FyUzatDuQ77B7q8WavLMbqv97oBMj4y,0.0,428.0,428.0,0.0,1.0,1.0,153FyUzatDuQ77B7q8WavLMbqv97oBMj4y,2
359,1553MRL8GkivpCw5oTkigHrx1CwVqBPmV4,840.0,0.0,840.0,1.0,0.0,-1.0,1553MRL8GkivpCw5oTkigHrx1CwVqBPmV4,2
364,157pnKYxjkW8GuDWeKQb3iuJEAUtJSfZHf,22.0,100.0,122.0,1.0,1.0,0.0,157pnKYxjkW8GuDWeKQb3iuJEAUtJSfZHf,2
365,158FgxQCaLb7K7GdMZLdTLn5DEpht8vAEF,250.0,0.0,250.0,1.0,0.0,-1.0,158FgxQCaLb7K7GdMZLdTLn5DEpht8vAEF,2
366,158LPevFPesTogE5c5FGynZjKJQWbn1LgC,10.0,206.0,216.0,2.0,7.0,5.0,158LPevFPesTogE5c5FGynZjKJQWbn1LgC,2
367,158NpYJfN8mX1erAXxabEj66SoXFXdyZmt,0.0,104.0,104.0,0.0,1.0,1.0,158NpYJfN8mX1erAXxabEj66SoXFXdyZmt,2
368,159C4mGKYQH5jifoY5996T4rncvoQiHhxX,109.0,1.0,110.0,2.0,2.0,0.0,159C4mGKYQH5jifoY5996T4rncvoQiHhxX,2
371,15AjvjUUvRk49hiEUNhTFgdDrVTs2P5FST,0.0,102.0,102.0,0.0,2.0,2.0,15AjvjUUvRk49hiEUNhTFgdDrVTs2P5FST,2
373,15BfDyGinyyyarcNttyNusuhfGjNqoKReU,501.0,0.0,501.0,1.0,0.0,-1.0,15BfDyGinyyyarcNttyNusuhfGjNqoKReU,2
376,15CrQSb5XakmgPtQz2nbcwDKU4k4X7XLv9,500.0,0.0,500.0,1.0,0.0,-1.0,15CrQSb5XakmgPtQz2nbcwDKU4k4X7XLv9,2
378,15FkBJFsTReR7PiKUxU2W5t6KWy4KhQrLD,250.0,0.0,250.0,1.0,0.0,-1.0,15FkBJFsTReR7PiKUxU2W5t6KWy4KhQrLD,2
379,15GCa3cNMGEqNPviAR1fMCQhJM88wAra8t,2.0,101.0,103.0,1.0,1.0,0.0,15GCa3cNMGEqNPviAR1fMCQhJM88wAra8t,2
380,15Gx9HNASJZqjsgV7Cz7F5nLLTE3UvYm6d,500.0,0.0,500.0,1.0,0.0,-1.0,15Gx9HNASJZqjsgV7Cz7F5nLLTE3UvYm6d,2
382,15HVDxXo7vs1SfnahXdfKJVEFrggi4BW2n,6.0,100.0,106.0,1.0,1.0,0.0,15HVDxXo7vs1SfnahXdfKJVEFrggi4BW2n,2
383,15JKjjCQBUWxreNUHbtX5Y6qDGjQdsrmfg,0.0,103.0,103.0,0.0,2.0,2.0,15JKjjCQBUWxreNUHbtX5Y6qDGjQdsrmfg,2
384,15JSHhLr5EJ3XtpRZeBy3y6FVuYxEeyZyE,501.0,2.0,503.0,1.0,1.0,0.0,15JSHhLr5EJ3XtpRZeBy3y6FVuYxEeyZyE,2
385,15KCRtzKyuArv24tTiu7cBko2Ga2uQ9aTP,0.0,190.0,190.0,0.0,3.0,3.0,15KCRtzKyuArv24tTiu7cBko2Ga2uQ9aTP,2
386,15KRSBiRwhTBanoWn63ZRxMKzZGqcirm1o,24.0,100.0,124.0,1.0,1.0,0.0,15KRSBiRwhTBanoWn63ZRxMKzZGqcirm1o,2
387,15LQSY8ZdowBwKFkELP1yz1pxkdVPFXnUj,501.0,0.0,501.0,1.0,0.0,-1.0,15LQSY8ZdowBwKFkELP1yz1pxkdVPFXnUj,2
388,15MMjKQXLbvv1GGqroWHaCJyX6i66BZBCk,2.0,101.0,103.0,1.0,1.0,0.0,15MMjKQXLbvv1GGqroWHaCJyX6i66BZBCk,2
391,15NkxTmLZKSn5AZ91UDt7FWojcsodD3DVH,501.0,0.0,501.0,1.0,0.0,-1.0,15NkxTmLZKSn5AZ91UDt7FWojcsodD3DVH,2
392,15P6bsrrueizL3RvpUX5EU1ZoC9Ko6crPh,250.0,0.0,250.0,1.0,0.0,-1.0,15P6bsrrueizL3RvpUX5EU1ZoC9Ko6crPh,2
395,15Qs5heChXNG5s5819N3FowEyVhK8wntuf,0.0,167.0,167.0,0.0,2.0,2.0,15Qs5heChXNG5s5819N3FowEyVhK8wntuf,2
396,15QujkmvVDFzw8av471FWVDxmi9yQtnAmh,24.0,100.0,124.0,1.0,1.0,0.0,15QujkmvVDFzw8av471FWVDxmi9yQtnAmh,2
398,15RnJSdzcRAEiicBYYiQ2kfbmfuEt23wtS,94.0,69.0,163.0,2.0,2.0,0.0,15RnJSdzcRAEiicBYYiQ2kfbmfuEt23wtS,2
400,15SaySqXbreKduWjWZCH6EsDRNA74y6Ab5,92.0,65.0,157.0,1.0,1.0,0.0,15SaySqXbreKduWjWZCH6EsDRNA74y6Ab5,2
402,15UCd1UM2B9Li4Su8FB8znA9S3AuYWF3sb,125.0,0.0,125.0,1.0,0.0,-1.0,15UCd1UM2B9Li4Su8FB8znA9S3AuYWF3sb,2
405,15UgnaaL7XEw4AiR8u19kcnybYHJksanQs,95.0,100.0,195.0,1.0,1.0,0.0,15UgnaaL7XEw4AiR8u19kcnybYHJksanQs,2
406,15XU7oiab5tVPwgn5onCkCuby4jw51CwDL,92.0,65.0,157.0,1.0,1.0,0.0,15XU7oiab5tVPwgn5onCkCuby4jw51CwDL,2
407,15XnMBx9UQN6XHRwKRVoGaM1nGD8kGGihB,0.0,155.0,155.0,0.0,1.0,1.0,15XnMBx9UQN6XHRwKRVoGaM1nGD8kGGihB,2
408,15XxBZy3QgPxfVj6u8ZVbmRCZGeUxw3wFs,249.0,0.0,249.0,1.0,0.0,-1.0,15XxBZy3QgPxfVj6u8ZVbmRCZGeUxw3wFs,2
409,15aNE7GRk8eZ62c9JHrhr7TDuXuTeS3rpa,249.0,0.0,249.0,1.0,0.0,-1.0,15aNE7GRk8eZ62c9JHrhr7TDuXuTeS3rpa,2
410,15agqyx9mdHqDJueo5TCFPWVL5rLrfEK8L,125.0,0.0,125.0,1.0,0.0,-1.0,15agqyx9mdHqDJueo5TCFPWVL5rLrfEK8L,2
411,15bZTS1kXv1MPgc7NkSQbnq1gHDHhG1zCh,250.0,0.0,250.0,1.0,0.0,-1.0,15bZTS1kXv1MPgc7NkSQbnq1gHDHhG1zCh,2
412,15bbvkuwQrzAv5x7PtiuvcFy4iMjyZgvpk,501.0,0.0,501.0,1.0,0.0,-1.0,15bbvkuwQrzAv5x7PtiuvcFy4iMjyZgvpk,2
413,15bnYza8NwKpuP28csFxZNw4Qg4LiGxcH8,125.0,0.0,125.0,1.0,0.0,-1.0,15bnYza8NwKpuP28csFxZNw4Qg4LiGxcH8,2
414,15dE4EA7wQ3wEkhwDrr77axq6HEBiNqk4w,357.0,0.0,357.0,1.0,0.0,-1.0,15dE4EA7wQ3wEkhwDrr77axq6HEBiNqk4w,2
415,15dbVdzbLNqZp7HYJWYZwAaq4PoH8eRrjG,111.0,1.0,112.0,2.0,2.0,0.0,15dbVdzbLNqZp7HYJWYZwAaq4PoH8eRrjG,2
416,15dvN1ebp28TcLv42DDPxHCtwTnWQKCseN,92.0,65.0,157.0,1.0,1.0,0.0,15dvN1ebp28TcLv42DDPxHCtwTnWQKCseN,2
417,15f8TGPr7uha47LFAm6NgSKgAyLtzBbk2r,501.0,0.0,501.0,1.0,0.0,-1.0,15f8TGPr7uha47LFAm6NgSKgAyLtzBbk2r,2
418,15g74bkZHt2Fi9ePG6JupJguf2bydCF6hu,3.0,101.0,104.0,1.0,1.0,0.0,15g74bkZHt2Fi9ePG6JupJguf2bydCF6hu,2
419,15higPu3SQZecBcif39hbgXRMtcLNNdYdv,0.0,102.0,102.0,0.0,2.0,2.0,15higPu3SQZecBcif39hbgXRMtcLNNdYdv,2
420,15i6kQpz4w7AgtyEqReu71JsjnpgfPftxT,249.0,0.0,249.0,1.0,0.0,-1.0,15i6kQpz4w7AgtyEqReu71JsjnpgfPftxT,2
423,15jPnifqKoXFWKCaySyyXCW6nFFfu66PcD,249.0,0.0,249.0,1.0,0.0,-1.0,15jPnifqKoXFWKCaySyyXCW6nFFfu66PcD,2
425,15kRpGsN8EbZqPzXr7499KaxPnGnwbN7E8,42.0,97.0,139.0,1.0,1.0,0.0,15kRpGsN8EbZqPzXr7499KaxPnGnwbN7E8,2
427,15meuprPNLq34Zu8SWQX1Z7jvrP31MQTcc,998.0,0.0,998.0,2.0,0.0,-2.0,15meuprPNLq34Zu8SWQX1Z7jvrP31MQTcc,2
428,15n6goYPDsNmTTsKevFXRdwiAroTMizwwK,0.0,493.0,493.0,0.0,5.0,5.0,15n6goYPDsNmTTsKevFXRdwiAroTMizwwK,2
429,15n77jqEHeuZDq8Ma3xysNGFvnS5D1kGQA,501.0,0.0,501.0,1.0,0.0,-1.0,15n77jqEHeuZDq8Ma3xysNGFvnS5D1kGQA,2
431,15oiznuz3XBcJ6h8Fz4gaQs6BEPwvz2pBJ,3.0,99.0,102.0,1.0,1.0,0.0,15oiznuz3XBcJ6h8Fz4gaQs6BEPwvz2pBJ,2
432,15p1LkFJRhwu2Cqnw7JmgNagrsNkMj2zgh,2.0,104.0,106.0,1.0,1.0,0.0,15p1LkFJRhwu2Cqnw7JmgNagrsNkMj2zgh,2
433,15pBB1eqyP9AmDTsQHv6b6GvdfNnL6CQRf,501.0,0.0,501.0,1.0,0.0,-1.0,15pBB1eqyP9AmDTsQHv6b6GvdfNnL6CQRf,2
435,15qVfBrdvFK7AsR8vpr1AHPdpw7hq7VYRs,2.0,556.0,558.0,1.0,1.0,0.0,15qVfBrdvFK7AsR8vpr1AHPdpw7hq7VYRs,2
436,15qZqEPsHRnpbRGHRZABQPgg4U2NyRWeGW,125.0,0.0,125.0,1.0,0.0,-1.0,15qZqEPsHRnpbRGHRZABQPgg4U2NyRWeGW,2
438,15qx5MfxxZ77mJX5VeSmDrBZQ1yHD4Kesr,1.0,201.0,202.0,1.0,2.0,1.0,15qx5MfxxZ77mJX5VeSmDrBZQ1yHD4Kesr,2
440,15rxka5qW8GEUSmaJkSKp8zfkQKoWBucMa,2.0,100.0,102.0,1.0,1.0,0.0,15rxka5qW8GEUSmaJkSKp8zfkQKoWBucMa,2
445,15te2CDpqyFQMkgQxVWVLQuNFwfoWx6YKY,996.0,0.0,996.0,2.0,0.0,-2.0,15te2CDpqyFQMkgQxVWVLQuNFwfoWx6YKY,2
447,15vvVFtbn11mDHuyQgnSVmYPjc9gC4vyhw,125.0,0.0,125.0,1.0,0.0,-1.0,15vvVFtbn11mDHuyQgnSVmYPjc9gC4vyhw,2
450,15x715NfXgSvqySjN57UL9vQJC1ZeVYxUk,249.0,0.0,249.0,1.0,0.0,-1.0,15x715NfXgSvqySjN57UL9vQJC1ZeVYxUk,2
453,15xe3dDyEMyMEWJVnB28fPCuzMkA4HzVpa,125.0,0.0,125.0,1.0,0.0,-1.0,15xe3dDyEMyMEWJVnB28fPCuzMkA4HzVpa,2
455,161DEvfQ6511UzoWbzShZ7UPqeZH1N3A57,7.0,103.0,110.0,1.0,1.0,0.0,161DEvfQ6511UzoWbzShZ7UPqeZH1N3A57,2
457,163QxbGwpsZqa57B3FTpQ6zx2VFJDknC64,125.0,0.0,125.0,1.0,0.0,-1.0,163QxbGwpsZqa57B3FTpQ6zx2VFJDknC64,2
459,164hduWgRCQ7tim7ic7FRsFoDBH9jXm7SD,249.0,0.0,249.0,1.0,0.0,-1.0,164hduWgRCQ7tim7ic7FRsFoDBH9jXm7SD,2
461,165vGRhLqi98vStcdtLywUJ4H6b5KsARZy,501.0,0.0,501.0,1.0,0.0,-1.0,165vGRhLqi98vStcdtLywUJ4H6b5KsARZy,2
462,1663qGiyfj5YpLvYaZ6EWGygiiJ4J8P5PZ,1.0,406.0,407.0,1.0,1.0,0.0,1663qGiyfj5YpLvYaZ6EWGygiiJ4J8P5PZ,2
463,166sSPfgQXYYAXteiyDvHw5FbdQRNFqB8U,357.0,50.0,407.0,1.0,1.0,0.0,166sSPfgQXYYAXteiyDvHw5FbdQRNFqB8U,2
465,167hhQrYgsms6ytYYEhwoCw5Ww498HpqKN,0.0,104.0,104.0,0.0,1.0,1.0,167hhQrYgsms6ytYYEhwoCw5Ww498HpqKN,2
466,1683tMgdoX7MweTeMZheUcVDJpqepjBPyG,249.0,0.0,249.0,1.0,0.0,-1.0,1683tMgdoX7MweTeMZheUcVDJpqepjBPyG,2
469,168HVY9RTjHSXntJmcu68qc6BHNKVzHtGy,2.0,157.0,159.0,1.0,1.0,0.0,168HVY9RTjHSXntJmcu68qc6BHNKVzHtGy,2
470,168hwCV3Ko5UPMERGkkFvFU1kaXcTDX3Lb,249.0,0.0,249.0,1.0,0.0,-1.0,168hwCV3Ko5UPMERGkkFvFU1kaXcTDX3Lb,2
471,16AkpdW44r4EppKtTrSTWd3bCqzjsWvh9w,92.0,65.0,157.0,1.0,1.0,0.0,16AkpdW44r4EppKtTrSTWd3bCqzjsWvh9w,2
472,16AkuZVFYtjvJuzgcuhBpbpojAC61DAZRd,249.0,0.0,249.0,1.0,0.0,-1.0,16AkuZVFYtjvJuzgcuhBpbpojAC61DAZRd,2
474,16C5wewTaKVQddu7W7ft7nd8mt4dtudMm7,0.0,200.0,200.0,0.0,2.0,2.0,16C5wewTaKVQddu7W7ft7nd8mt4dtudMm7,2
475,16CKpWzV4bZB9dr3LjRQUxdWJbducMJcLK,501.0,0.0,501.0,1.0,0.0,-1.0,16CKpWzV4bZB9dr3LjRQUxdWJbducMJcLK,2
477,16D8Vn9XNm1C4zjCRyFchoUkEcgZucrtba,0.0,102.0,102.0,0.0,2.0,2.0,16D8Vn9XNm1C4zjCRyFchoUkEcgZucrtba,2
478,16DjTmFX52LqTMRkozuPrsubhFjkV5VEye,31.0,138.0,169.0,8.0,8.0,0.0,16DjTmFX52LqTMRkozuPrsubhFjkV5VEye,2
479,16E4L2mN6TDwxgv7Td8KN8acMDwFKsBK8s,0.0,157.0,157.0,0.0,1.0,1.0,16E4L2mN6TDwxgv7Td8KN8acMDwFKsBK8s,2
481,16FSvKWBrLghZWtgmRJsmVbmL9xiWRyYLG,500.0,0.0,500.0,1.0,0.0,-1.0,16FSvKWBrLghZWtgmRJsmVbmL9xiWRyYLG,2
482,16Gfp16ToV8LV3LqsRv6Nxx1fHS1aRsRAR,249.0,0.0,249.0,1.0,0.0,-1.0,16Gfp16ToV8LV3LqsRv6Nxx1fHS1aRsRAR,2
483,16Gk9L4FknFf9cNgq17EozjTToujTWyJHm,249.0,0.0,249.0,1.0,0.0,-1.0,16Gk9L4FknFf9cNgq17EozjTToujTWyJHm,2
485,16H3xNhSVoXHsHGZPBYGNN1SkMd5FpVdWf,250.0,0.0,250.0,1.0,0.0,-1.0,16H3xNhSVoXHsHGZPBYGNN1SkMd5FpVdWf,2
486,16HMHFkjrEzGChdmKtPFF2EUzL8TCQu4E6,0.0,103.0,103.0,0.0,1.0,1.0,16HMHFkjrEzGChdmKtPFF2EUzL8TCQu4E6,2
488,16JV9276EAn9A1SFBvLrdghZwzWKw4PAnS,501.0,0.0,501.0,1.0,0.0,-1.0,16JV9276EAn9A1SFBvLrdghZwzWKw4PAnS,2
489,16KPa3JCtN11NGCYc4qoC2D8ZjDQCkKpKp,250.0,0.0,250.0,1.0,0.0,-1.0,16KPa3JCtN11NGCYc4qoC2D8ZjDQCkKpKp,2
490,16LkLHAtBKstDbonJ8EUiSHMCGiiZoEFp8,42.0,101.0,143.0,1.0,1.0,0.0,16LkLHAtBKstDbonJ8EUiSHMCGiiZoEFp8,2
491,16LqzW5c12dshNcXe7Pa3fmjD824PJg2JR,0.0,653.0,653.0,0.0,1.0,1.0,16LqzW5c12dshNcXe7Pa3fmjD824PJg2JR,2
493,16MJoqGibwr3nCahCxXSwa9k7KyBPMqWPz,357.0,0.0,357.0,1.0,0.0,-1.0,16MJoqGibwr3nCahCxXSwa9k7KyBPMqWPz,2
494,16MQ3Hxc6rQPhVD33uo1VbUQ4TimY4PCGQ,249.0,0.0,249.0,1.0,0.0,-1.0,16MQ3Hxc6rQPhVD33uo1VbUQ4TimY4PCGQ,2
495,16MmqdD16H73n2j8wf3BKxQM7fU3AqbTdB,0.0,191.0,191.0,0.0,2.0,2.0,16MmqdD16H73n2j8wf3BKxQM7fU3AqbTdB,2
496,16MwGvoFLbxNRVtgn8URfbNNjQ2NwRWUTY,357.0,0.0,357.0,1.0,0.0,-1.0,16MwGvoFLbxNRVtgn8URfbNNjQ2NwRWUTY,2
499,16NsMRmRQrvZ3AJHUHAzgosu4HipqeCdii,125.0,0.0,125.0,1.0,0.0,-1.0,16NsMRmRQrvZ3AJHUHAzgosu4HipqeCdii,2
504,16QzWK6eZHpcnd5DKj8Uo9xCtb5qhKstU2,249.0,0.0,249.0,1.0,0.0,-1.0,16QzWK6eZHpcnd5DKj8Uo9xCtb5qhKstU2,2
507,16RLXxhXEwdtFBtziedjcJjR3MDVken46i,0.0,199.0,199.0,0.0,2.0,2.0,16RLXxhXEwdtFBtziedjcJjR3MDVken46i,2
509,16S7YGGbvaNJ4qW77BsPjgtnZJ9gGCnqXu,0.0,102.0,102.0,0.0,3.0,3.0,16S7YGGbvaNJ4qW77BsPjgtnZJ9gGCnqXu,2
510,16SjgP7wXKUdsjHnRSyXM4jXHGs1wfyJJ5,501.0,0.0,501.0,1.0,0.0,-1.0,16SjgP7wXKUdsjHnRSyXM4jXHGs1wfyJJ5,2
511,16SmCUTpvBTycAFZ7Hay2zAF4a8gFaftXy,249.0,0.0,249.0,1.0,0.0,-1.0,16SmCUTpvBTycAFZ7Hay2zAF4a8gFaftXy,2
513,16UPXXi5K72yizkAYhoXuUoUjhoX6bqFPW,92.0,65.0,157.0,1.0,1.0,0.0,16UPXXi5K72yizkAYhoXuUoUjhoX6bqFPW,2
517,16VGQKg3BtaAQQC5d2zZbxyMwRj84AHQd1,357.0,0.0,357.0,1.0,0.0,-1.0,16VGQKg3BtaAQQC5d2zZbxyMwRj84AHQd1,2
520,16XBghqQyqRHE43E5ZGS7S5cerSgF9JgDD,501.0,0.0,501.0,1.0,0.0,-1.0,16XBghqQyqRHE43E5ZGS7S5cerSgF9JgDD,2
522,16XtZJbGqgvvJm6tuuad8oe3eW237Rar9w,249.0,0.0,249.0,1.0,0.0,-1.0,16XtZJbGqgvvJm6tuuad8oe3eW237Rar9w,2
524,16a1DqcLZQtoD344dpTJ1tZjFKQiaivPbG,501.0,0.0,501.0,1.0,0.0,-1.0,16a1DqcLZQtoD344dpTJ1tZjFKQiaivPbG,2
528,16dPmjHAPbFhqg2uRn6sWMFEsjtM8M1Qb2,0.0,200.0,200.0,0.0,2.0,2.0,16dPmjHAPbFhqg2uRn6sWMFEsjtM8M1Qb2,2
529,16eTPGvJHvyMZndVgDre1zzLhLrRd1FaSN,125.0,0.0,125.0,1.0,0.0,-1.0,16eTPGvJHvyMZndVgDre1zzLhLrRd1FaSN,2
530,16ejK7NJ9B5D1t6k6fQiJEBo4swgCPV5rc,199.0,101.0,300.0,2.0,2.0,0.0,16ejK7NJ9B5D1t6k6fQiJEBo4swgCPV5rc,2
531,16emHV7ziL8YQ9yWfBBcTMAWZsyqJgC36Y,357.0,0.0,357.0,1.0,0.0,-1.0,16emHV7ziL8YQ9yWfBBcTMAWZsyqJgC36Y,2
532,16f2KznGnBWMnw2EQbuBrjQCgSFwsqbbVj,249.0,0.0,249.0,1.0,0.0,-1.0,16f2KznGnBWMnw2EQbuBrjQCgSFwsqbbVj,2
534,16gDP9GG3zVTwPtzS83qr1YkAhsJWmVWxx,0.0,225.0,225.0,0.0,1.0,1.0,16gDP9GG3zVTwPtzS83qr1YkAhsJWmVWxx,2
536,16hR9hytdUnBgzMn5aRF9PvVfX4LFFK56c,249.0,0.0,249.0,1.0,0.0,-1.0,16hR9hytdUnBgzMn5aRF9PvVfX4LFFK56c,2
537,16hanoPatwxLyr5uiaPuGawZwvKvi9Bncc,0.0,103.0,103.0,0.0,2.0,2.0,16hanoPatwxLyr5uiaPuGawZwvKvi9Bncc,2
541,16jN5SEiP6YJnTK3FHVdDUD4PhEzgQy8rp,501.0,0.0,501.0,1.0,0.0,-1.0,16jN5SEiP6YJnTK3FHVdDUD4PhEzgQy8rp,2
542,16jyyxZ9pYXVGgrGV2DNWSvp6CWE5QFoJz,0.0,155.0,155.0,0.0,1.0,1.0,16jyyxZ9pYXVGgrGV2DNWSvp6CWE5QFoJz,2
545,16mfvksTnVvTJ7Bw9WQjGH17KVqwD8aao1,4.0,99.0,103.0,2.0,2.0,0.0,16mfvksTnVvTJ7Bw9WQjGH17KVqwD8aao1,2
546,16mzvLN4hbG6NYRkM7E68wnigyo5HE7wkZ,92.0,65.0,157.0,1.0,1.0,0.0,16mzvLN4hbG6NYRkM7E68wnigyo5HE7wkZ,2
548,16oPvbby1oHwo2AN6dbfVuz7R7bgnR35t5,357.0,0.0,357.0,1.0,0.0,-1.0,16oPvbby1oHwo2AN6dbfVuz7R7bgnR35t5,2
550,16pD1XHGkjojhrH1u6DtXuLtFik6qX4kVj,125.0,0.0,125.0,1.0,0.0,-1.0,16pD1XHGkjojhrH1u6DtXuLtFik6qX4kVj,2
551,16pcB11jKbJji4rhdHWjkX1EhwoRQFqYYk,249.0,0.0,249.0,1.0,0.0,-1.0,16pcB11jKbJji4rhdHWjkX1EhwoRQFqYYk,2
552,16qDXSTfe8wiXuyhcjr2cSfb2d7GZJkK6z,0.0,104.0,104.0,0.0,1.0,1.0,16qDXSTfe8wiXuyhcjr2cSfb2d7GZJkK6z,2
555,16sMRx2ug7h7KFC721EMBSShbtDVDbc79F,4.0,159.0,163.0,2.0,2.0,0.0,16sMRx2ug7h7KFC721EMBSShbtDVDbc79F,2
556,16tWuorkfiXEpKw5exszJvpTYNmd2FkVwH,0.0,104.0,104.0,0.0,1.0,1.0,16tWuorkfiXEpKw5exszJvpTYNmd2FkVwH,2
557,16tYGQdcqP6rfm6nZsMcg4ithvrFY411dx,500.0,0.0,500.0,1.0,0.0,-1.0,16tYGQdcqP6rfm6nZsMcg4ithvrFY411dx,2
558,16tptFFMxaHMCf9cft8ttc8wRyw493J7Yr,0.0,155.0,155.0,0.0,1.0,1.0,16tptFFMxaHMCf9cft8ttc8wRyw493J7Yr,2
559,16uQ3A2ZPBDK4EMbtNHVheVTGqYhHq6nP,357.0,0.0,357.0,1.0,0.0,-1.0,16uQ3A2ZPBDK4EMbtNHVheVTGqYhHq6nP,2
562,16vCSSaULgRLpcQBHMfRDZHSW9CwRJGssk,500.0,0.0,500.0,1.0,0.0,-1.0,16vCSSaULgRLpcQBHMfRDZHSW9CwRJGssk,2
563,16vZnxrxMcvuTdn7N6DUpjGht7j1XDUt6X,500.0,0.0,500.0,1.0,0.0,-1.0,16vZnxrxMcvuTdn7N6DUpjGht7j1XDUt6X,2
565,16wCgvXJEkqPt5LxvKkLcwhM3qy8v1D9iF,501.0,0.0,501.0,1.0,0.0,-1.0,16wCgvXJEkqPt5LxvKkLcwhM3qy8v1D9iF,2
